mpg,displacement,horsepower,weight,acceleration,model year,cylinders_4,cylinders_5,cylinders_6,cylinders_8,origin_1,origin_2,origin_3
16.0,318.0,150.0,4498.0,14.5,6.0,0,0,0,1,1,0,0
14.0,351.0,148.0,4657.0,13.5,6.0,0,0,0,1,1,0,0
17.0,231.0,110.0,3907.0,21.0,6.0,0,0,1,0,1,0,0
16.0,250.0,105.0,3897.0,18.5,6.0,0,0,1,0,1,0,0
15.0,258.0,110.0,3730.0,19.0,6.0,0,0,1,0,1,0,0
18.0,225.0,95.0,3785.0,19.0,6.0,0,0,1,0,1,0,0
21.0,231.0,110.0,3039.0,15.0,6.0,0,0,1,0,1,0,0
20.0,262.0,110.0,3221.0,13.5,6.0,0,0,0,1,1,0,0
13.0,302.0,129.0,3169.0,12.0,6.0,0,0,0,1,1,0,0
29.0,97.0,75.0,2171.0,16.0,6.0,1,0,0,0,0,0,1
23.0,140.0,83.0,2639.0,17.0,6.0,1,0,0,0,1,0,0
20.0,232.0,100.0,2914.0,16.0,6.0,0,0,1,0,1,0,0
23.0,140.0,78.0,2592.0,18.5,6.0,1,0,0,0,1,0,0
24.0,134.0,96.0,2702.0,13.5,6.0,1,0,0,0,0,0,1
25.0,90.0,71.0,2223.0,16.5,6.0,1,0,0,0,0,1,0
24.0,119.0,97.0,2545.0,17.0,6.0,1,0,0,0,0,0,1
18.0,171.0,97.0,2984.0,14.5,6.0,0,0,1,0,1,0,0
29.0,90.0,70.0,1937.0,14.0,6.0,1,0,0,0,0,1,0
19.0,232.0,90.0,3211.0,17.0,6.0,0,0,1,0,1,0,0
23.0,115.0,95.0,2694.0,15.0,6.0,1,0,0,0,0,1,0
23.0,120.0,88.0,2957.0,17.0,6.0,1,0,0,0,0,1,0
22.0,121.0,98.0,2945.0,14.5,6.0,1,0,0,0,0,1,0
25.0,121.0,115.0,2671.0,13.5,6.0,1,0,0,0,0,1,0
33.0,91.0,53.0,1795.0,17.5,6.0,1,0,0,0,0,0,1
28.0,107.0,86.0,2464.0,15.5,7.0,1,0,0,0,0,1,0
25.0,116.0,81.0,2220.0,16.9,7.0,1,0,0,0,0,1,0
25.0,140.0,92.0,2572.0,14.9,7.0,1,0,0,0,1,0,0
26.0,98.0,79.0,2255.0,17.7,7.0,1,0,0,0,1,0,0
27.0,101.0,83.0,2202.0,15.3,7.0,1,0,0,0,0,1,0
17.5,305.0,140.0,4215.0,13.0,7.0,0,0,0,1,1,0,0
16.0,318.0,150.0,4190.0,13.0,7.0,0,0,0,1,1,0,0
15.5,304.0,120.0,3962.0,13.9,7.0,0,0,0,1,1,0,0
14.5,351.0,152.0,4215.0,12.8,7.0,0,0,0,1,1,0,0
22.0,225.0,100.0,3233.0,15.4,7.0,0,0,1,0,1,0,0
22.0,250.0,105.0,3353.0,14.5,7.0,0,0,1,0,1,0,0
24.0,200.0,81.0,3012.0,17.6,7.0,0,0,1,0,1,0,0
22.5,232.0,90.0,3085.0,17.6,7.0,0,0,1,0,1,0,0
24.5,98.0,60.0,2164.0,22.1,7.0,1,0,0,0,1,0,0
29.0,90.0,70.0,1937.0,14.2,7.0,1,0,0,0,0,1,0
33.0,91.0,53.0,1795.0,17.4,7.0,1,0,0,0,0,0,1
20.0,225.0,100.0,3651.0,17.7,7.0,0,0,1,0,1,0,0
18.0,250.0,78.0,3574.0,21.0,7.0,0,0,1,0,1,0,0
18.5,250.0,110.0,3645.0,16.2,7.0,0,0,1,0,1,0,0
17.5,258.0,95.0,3193.0,17.8,7.0,0,0,1,0,1,0,0
29.5,97.0,71.0,1825.0,12.2,7.0,1,0,0,0,0,1,0
32.0,85.0,70.0,1990.0,17.0,7.0,1,0,0,0,0,0,1
28.0,97.0,75.0,2155.0,16.4,7.0,1,0,0,0,0,0,1
26.5,140.0,72.0,2565.0,13.6,7.0,1,0,0,0,1,0,0
20.0,130.0,102.0,3150.0,15.7,7.0,1,0,0,0,0,1,0
13.0,318.0,150.0,3940.0,13.2,7.0,0,0,0,1,1,0,0
19.0,120.0,88.0,3270.0,21.9,7.0,1,0,0,0,0,1,0
19.0,156.0,108.0,2930.0,15.5,7.0,0,0,1,0,0,0,1
16.5,168.0,120.0,3820.0,16.7,7.0,0,0,1,0,0,1,0
16.5,350.0,180.0,4380.0,12.1,7.0,0,0,0,1,1,0,0
13.0,350.0,145.0,4055.0,12.0,7.0,0,0,0,1,1,0,0
13.0,302.0,130.0,3870.0,15.0,7.0,0,0,0,1,1,0,0
13.0,318.0,150.0,3755.0,14.0,7.0,0,0,0,1,1,0,0
31.5,98.0,68.0,2045.0,18.5,8.0,1,0,0,0,0,0,1
30.0,111.0,80.0,2155.0,14.8,8.0,1,0,0,0,1,0,0
36.0,79.0,58.0,1825.0,18.6,8.0,1,0,0,0,0,1,0
25.5,122.0,96.0,2300.0,15.5,8.0,1,0,0,0,1,0,0
33.5,85.0,70.0,1945.0,16.8,8.0,1,0,0,0,0,0,1
17.5,305.0,145.0,3880.0,12.5,8.0,0,0,0,1,1,0,0
17.0,260.0,110.0,4060.0,19.0,8.0,0,0,0,1,1,0,0
15.5,318.0,145.0,4140.0,13.7,8.0,0,0,0,1,1,0,0
15.0,302.0,130.0,4295.0,14.9,8.0,0,0,0,1,1,0,0
17.5,250.0,110.0,3520.0,16.4,8.0,0,0,1,0,1,0,0
20.5,231.0,105.0,3425.0,16.9,8.0,0,0,1,0,1,0,0
19.0,225.0,100.0,3630.0,17.7,8.0,0,0,1,0,1,0,0
18.5,250.0,98.0,3525.0,19.0,8.0,0,0,1,0,1,0,0
16.0,400.0,180.0,4220.0,11.1,8.0,0,0,0,1,1,0,0
15.5,350.0,170.0,4165.0,11.4,8.0,0,0,0,1,1,0,0
15.5,400.0,190.0,4325.0,12.2,8.0,0,0,0,1,1,0,0
16.0,351.0,149.0,4335.0,14.5,8.0,0,0,0,1,1,0,0
29.0,97.0,78.0,1940.0,14.5,8.0,1,0,0,0,0,1,0
24.5,151.0,88.0,2740.0,16.0,8.0,1,0,0,0,1,0,0
26.0,97.0,75.0,2265.0,18.2,8.0,1,0,0,0,0,0,1
25.5,140.0,89.0,2755.0,15.8,8.0,1,0,0,0,1,0,0
30.5,98.0,63.0,2051.0,17.0,8.0,1,0,0,0,1,0,0
33.5,98.0,83.0,2075.0,15.9,8.0,1,0,0,0,1,0,0
30.0,97.0,67.0,1985.0,16.4,8.0,1,0,0,0,0,0,1
30.5,97.0,78.0,2190.0,14.1,8.0,1,0,0,0,0,1,0
22.0,146.0,97.0,2815.0,14.5,8.0,0,0,1,0,0,0,1
21.5,121.0,110.0,2600.0,12.8,8.0,1,0,0,0,0,1,0
21.5,80.0,110.0,2720.0,13.5,8.0,0,0,0,0,0,0,1
36.1,98.0,66.0,1800.0,14.4,9.0,1,0,0,0,1,0,0
32.8,78.0,52.0,1985.0,19.4,9.0,1,0,0,0,0,0,1
39.4,85.0,70.0,2070.0,18.6,9.0,1,0,0,0,0,0,1
36.1,91.0,60.0,1800.0,16.4,9.0,1,0,0,0,0,0,1
19.9,260.0,110.0,3365.0,15.5,9.0,0,0,0,1,1,0,0
19.4,318.0,140.0,3735.0,13.2,9.0,0,0,0,1,1,0,0
20.2,302.0,139.0,3570.0,12.8,9.0,0,0,0,1,1,0,0
19.2,231.0,105.0,3535.0,19.2,9.0,0,0,1,0,1,0,0
20.5,200.0,95.0,3155.0,18.2,9.0,0,0,1,0,1,0,0
20.2,200.0,85.0,2965.0,15.8,9.0,0,0,1,0,1,0,0
25.1,140.0,88.0,2720.0,15.4,9.0,1,0,0,0,1,0,0
20.5,225.0,100.0,3430.0,17.2,9.0,0,0,1,0,1,0,0
19.4,232.0,90.0,3210.0,17.2,9.0,0,0,1,0,1,0,0
20.6,231.0,105.0,3380.0,15.8,9.0,0,0,1,0,1,0,0
20.8,200.0,85.0,3070.0,16.7,9.0,0,0,1,0,1,0,0
18.6,225.0,110.0,3620.0,18.7,9.0,0,0,1,0,1,0,0
18.1,258.0,120.0,3410.0,15.1,9.0,0,0,1,0,1,0,0
19.2,305.0,145.0,3425.0,13.2,9.0,0,0,0,1,1,0,0
17.7,231.0,165.0,3445.0,13.4,9.0,0,0,1,0,1,0,0
18.1,302.0,139.0,3205.0,11.2,9.0,0,0,0,1,1,0,0
17.5,318.0,140.0,4080.0,13.7,9.0,0,0,0,1,1,0,0
30.0,98.0,68.0,2155.0,16.5,9.0,1,0,0,0,1,0,0
27.5,134.0,95.0,2560.0,14.2,9.0,1,0,0,0,0,0,1
27.2,119.0,97.0,2300.0,14.7,9.0,1,0,0,0,0,0,1
30.9,105.0,75.0,2230.0,14.5,9.0,1,0,0,0,1,0,0
21.1,134.0,95.0,2515.0,14.8,9.0,1,0,0,0,0,0,1
23.2,156.0,105.0,2745.0,16.7,9.0,1,0,0,0,1,0,0
23.8,151.0,85.0,2855.0,17.6,9.0,1,0,0,0,1,0,0
23.9,119.0,97.0,2405.0,14.9,9.0,1,0,0,0,0,0,1
20.3,131.0,103.0,2830.0,15.9,9.0,0,1,0,0,0,1,0
17.0,163.0,125.0,3140.0,13.6,9.0,0,0,1,0,0,1,0
21.6,121.0,115.0,2795.0,15.7,9.0,1,0,0,0,0,1,0
16.2,163.0,133.0,3410.0,15.8,9.0,0,0,1,0,0,1,0
31.5,89.0,71.0,1990.0,14.9,9.0,1,0,0,0,0,1,0
29.5,98.0,68.0,2135.0,16.6,9.0,1,0,0,0,0,0,1
21.5,231.0,115.0,3245.0,15.4,10.0,0,0,1,0,1,0,0
19.8,200.0,85.0,2990.0,18.2,10.0,0,0,1,0,1,0,0
22.3,140.0,88.0,2890.0,17.3,10.0,1,0,0,0,1,0,0
20.2,232.0,90.0,3265.0,18.2,10.0,0,0,1,0,1,0,0
20.6,225.0,110.0,3360.0,16.6,10.0,0,0,1,0,1,0,0
17.0,305.0,130.0,3840.0,15.4,10.0,0,0,0,1,1,0,0
17.6,302.0,129.0,3725.0,13.4,10.0,0,0,0,1,1,0,0
16.5,351.0,138.0,3955.0,13.2,10.0,0,0,0,1,1,0,0
18.2,318.0,135.0,3830.0,15.2,10.0,0,0,0,1,1,0,0
16.9,350.0,155.0,4360.0,14.9,10.0,0,0,0,1,1,0,0
15.5,351.0,142.0,4054.0,14.3,10.0,0,0,0,1,1,0,0
19.2,267.0,125.0,3605.0,15.0,10.0,0,0,0,1,1,0,0
18.5,360.0,150.0,3940.0,13.0,10.0,0,0,0,1,1,0,0
31.9,89.0,71.0,1925.0,14.0,10.0,1,0,0,0,0,1,0
34.1,86.0,65.0,1975.0,15.2,10.0,1,0,0,0,0,0,1
35.7,98.0,80.0,1915.0,14.4,10.0,1,0,0,0,1,0,0
27.4,121.0,80.0,2670.0,15.0,10.0,1,0,0,0,1,0,0
25.4,183.0,77.0,3530.0,20.1,10.0,0,1,0,0,0,1,0
23.0,350.0,125.0,3900.0,17.4,10.0,0,0,0,1,1,0,0
34.2,105.0,70.0,2200.0,13.2,10.0,1,0,0,0,1,0,0
34.5,105.0,70.0,2150.0,14.9,10.0,1,0,0,0,1,0,0
31.8,85.0,65.0,2020.0,19.2,10.0,1,0,0,0,0,0,1
37.3,91.0,69.0,2130.0,14.7,10.0,1,0,0,0,0,1,0
28.4,151.0,90.0,2670.0,16.0,10.0,1,0,0,0,1,0,0
28.8,173.0,115.0,2595.0,11.3,10.0,0,0,1,0,1,0,0
26.8,173.0,115.0,2700.0,12.9,10.0,0,0,1,0,1,0,0
33.5,151.0,90.0,2556.0,13.2,10.0,1,0,0,0,1,0,0
41.5,98.0,76.0,2144.0,14.7,11.0,1,0,0,0,0,1,0
38.1,89.0,60.0,1968.0,18.8,11.0,1,0,0,0,0,0,1
37.2,86.0,65.0,2019.0,16.4,11.0,1,0,0,0,0,0,1
28.0,151.0,90.0,2678.0,16.5,11.0,1,0,0,0,1,0,0
26.4,140.0,88.0,2870.0,18.1,11.0,1,0,0,0,1,0,0
24.3,151.0,90.0,3003.0,20.1,11.0,1,0,0,0,1,0,0
19.1,225.0,90.0,3381.0,18.7,11.0,0,0,1,0,1,0,0
34.3,97.0,78.0,2188.0,15.8,11.0,1,0,0,0,0,1,0
29.8,134.0,90.0,2711.0,15.5,11.0,1,0,0,0,0,0,1
31.3,120.0,75.0,2542.0,17.5,11.0,1,0,0,0,0,0,1
37.0,119.0,92.0,2434.0,15.0,11.0,1,0,0,0,0,0,1
32.2,108.0,75.0,2265.0,15.2,11.0,1,0,0,0,0,0,1
27.9,156.0,105.0,2800.0,14.4,11.0,1,0,0,0,1,0,0
40.8,85.0,65.0,2110.0,19.2,11.0,1,0,0,0,0,0,1
36.4,121.0,67.0,2950.0,19.9,11.0,0,1,0,0,0,1,0
30.0,146.0,67.0,3250.0,21.8,11.0,1,0,0,0,0,1,0
33.8,97.0,67.0,2145.0,18.0,11.0,1,0,0,0,0,0,1
29.8,89.0,62.0,1845.0,15.3,11.0,1,0,0,0,0,1,0
32.7,168.0,132.0,2910.0,11.4,11.0,0,0,1,0,0,0,1
35.0,122.0,88.0,2500.0,15.1,11.0,1,0,0,0,0,1,0
32.4,107.0,72.0,2290.0,17.0,11.0,1,0,0,0,0,0,1
27.2,135.0,84.0,2490.0,15.7,12.0,1,0,0,0,1,0,0
26.6,151.0,84.0,2635.0,16.4,12.0,1,0,0,0,1,0,0
25.8,156.0,92.0,2620.0,14.4,12.0,1,0,0,0,1,0,0
23.5,173.0,110.0,2725.0,12.6,12.0,0,0,1,0,1,0,0
30.0,135.0,84.0,2385.0,12.9,12.0,1,0,0,0,1,0,0
39.0,86.0,64.0,1875.0,16.4,12.0,1,0,0,0,1,0,0
35.1,81.0,60.0,1760.0,16.1,12.0,1,0,0,0,0,0,1
32.3,97.0,67.0,2065.0,17.8,12.0,1,0,0,0,0,0,1
37.0,85.0,65.0,1975.0,19.4,12.0,1,0,0,0,0,0,1
37.7,89.0,62.0,2050.0,17.3,12.0,1,0,0,0,0,0,1
34.1,91.0,68.0,1985.0,16.0,12.0,1,0,0,0,0,0,1
34.7,105.0,63.0,2215.0,14.9,12.0,1,0,0,0,1,0,0
34.4,98.0,65.0,2045.0,16.2,12.0,1,0,0,0,1,0,0
29.9,98.0,65.0,2380.0,20.7,12.0,1,0,0,0,1,0,0
33.0,105.0,74.0,2190.0,14.2,12.0,1,0,0,0,0,1,0
33.7,107.0,75.0,2210.0,14.4,12.0,1,0,0,0,0,0,1
32.4,108.0,75.0,2350.0,16.8,12.0,1,0,0,0,0,0,1
32.9,119.0,100.0,2615.0,14.8,12.0,1,0,0,0,0,0,1
31.6,120.0,74.0,2635.0,18.3,12.0,1,0,0,0,0,0,1
28.1,141.0,80.0,3230.0,20.4,12.0,1,0,0,0,0,1,0
30.7,145.0,76.0,3160.0,19.6,12.0,0,0,1,0,0,1,0
25.4,168.0,116.0,2900.0,12.6,12.0,0,0,1,0,0,0,1
24.2,146.0,120.0,2930.0,13.8,12.0,0,0,1,0,0,0,1
22.4,231.0,110.0,3415.0,15.8,12.0,0,0,1,0,1,0,0
26.6,350.0,105.0,3725.0,19.0,12.0,0,0,0,1,1,0,0
20.2,200.0,88.0,3060.0,17.1,12.0,0,0,1,0,1,0,0
17.6,225.0,85.0,3465.0,16.6,12.0,0,0,1,0,1,0,0
28.0,112.0,88.0,2605.0,19.6,13.0,1,0,0,0,1,0,0
27.0,112.0,88.0,2640.0,18.6,13.0,1,0,0,0,1,0,0
34.0,112.0,88.0,2395.0,18.0,13.0,1,0,0,0,1,0,0
31.0,112.0,85.0,2575.0,16.2,13.0,1,0,0,0,1,0,0
29.0,135.0,84.0,2525.0,16.0,13.0,1,0,0,0,1,0,0
27.0,151.0,90.0,2735.0,18.0,13.0,1,0,0,0,1,0,0
24.0,140.0,92.0,2865.0,16.4,13.0,1,0,0,0,1,0,0
36.0,105.0,74.0,1980.0,15.3,13.0,1,0,0,0,0,1,0
37.0,91.0,68.0,2025.0,18.2,13.0,1,0,0,0,0,0,1
31.0,91.0,68.0,1970.0,17.6,13.0,1,0,0,0,0,0,1
38.0,105.0,63.0,2125.0,14.7,13.0,1,0,0,0,1,0,0
36.0,98.0,70.0,2125.0,17.3,13.0,1,0,0,0,1,0,0
36.0,120.0,88.0,2160.0,14.5,13.0,1,0,0,0,0,0,1
36.0,107.0,75.0,2205.0,14.5,13.0,1,0,0,0,0,0,1
34.0,108.0,70.0,2245.0,16.9,13.0,1,0,0,0,0,0,1
38.0,91.0,67.0,1965.0,15.0,13.0,1,0,0,0,0,0,1
32.0,91.0,67.0,1965.0,15.7,13.0,1,0,0,0,0,0,1
38.0,91.0,67.0,1995.0,16.2,13.0,1,0,0,0,0,0,1
25.0,181.0,110.0,2945.0,16.4,13.0,0,0,1,0,1,0,0
38.0,262.0,85.0,3015.0,17.0,13.0,0,0,1,0,1,0,0
26.0,156.0,92.0,2585.0,14.5,13.0,1,0,0,0,1,0,0
22.0,232.0,112.0,2835.0,14.7,13.0,0,0,1,0,1,0,0
32.0,144.0,96.0,2665.0,13.9,13.0,1,0,0,0,0,0,1
36.0,135.0,84.0,2370.0,13.0,13.0,1,0,0,0,1,0,0
27.0,151.0,90.0,2950.0,17.3,13.0,1,0,0,0,1,0,0
27.0,140.0,86.0,2790.0,15.6,13.0,1,0,0,0,1,0,0
32.0,135.0,84.0,2295.0,11.6,13.0,1,0,0,0,1,0,0
28.0,120.0,79.0,2625.0,18.6,13.0,1,0,0,0,1,0,0
31.0,119.0,82.0,2720.0,19.4,13.0,1,0,0,0,1,0,0
